   3.0000000e-01   0.0000000e+00   0.0000000e+00
   1.1557198e-01  -2.9358095e+00   9.3889929e-01
   1.8190006e-01  -1.4772926e+00   9.5600506e-01
   1.6249235e-01  -2.5008562e+00   1.8566846e+00
   1.7385604e-01  -7.6002960e-01   2.5101182e+00
   1.8051124e-01  -7.1408298e-01   1.3079447e+00
   1.0672227e-01  -4.0552462e-01   1.6375721e+00
   1.9507903e-01  -1.7821906e+00   2.1540389e+00
   1.4975770e-01  -5.3972548e-01  -2.6809721e+00
   1.7551459e-01  -2.7314395e+00  -1.3633326e+00
   1.7424051e-01  -1.1246573e+00  -1.3903984e+00
   1.8311296e-01  -1.5245573e+00  -2.2489694e+00
   1.1565018e-01  -1.9434330e+00  -8.7140058e-01
   1.4573087e-01  -6.3569593e-01  -3.0151421e-01
   1.6181005e-01  -2.0601499e+00  -3.5516333e-01
   1.9321834e-01   6.6840713e-01   1.8895851e+00
   1.8350882e-01   9.7349642e-01   1.3701089e+00
   1.8954235e-01   3.6853415e-01   9.0420335e-01
   1.5825185e-01   2.0615546e+00   1.5787355e+00
   1.5827468e-01   6.2134703e-01   3.0729688e+00
   1.8549259e-01   1.4816326e+00   6.5967516e-01
   1.0348657e-01   2.8638227e+00   1.6652134e+00
   1.8854201e-01   2.7849994e+00  -5.6258179e-01
   1.4077308e-01   4.2583237e-01  -1.4284800e+00
   1.0363820e-01   2.3057129e+00  -5.9004989e-01
   1.7461479e-01   3.1390579e+00  -2.6390421e+00
   1.1548288e-01   1.1214769e+00  -1.0121687e+00
   1.1439083e-01   6.8796345e-01  -2.1958439e+00
   1.6059591e-01   2.2873111e+00  -1.9859863e+00
   1.0000000e-01  -3.4168594e+00  -2.4838014e+00
   1.0000000e-01  -2.7929331e+00  -3.1347153e+00
   1.0000000e-01  -2.0711547e+00  -2.6890039e+00
   1.0000000e-01  -3.1350300e+00  -3.7804899e+00
   1.0000000e-01  -2.6104956e+00  -2.1324803e+00
   1.0000000e-01   2.3222679e+00   2.5882973e+00
   1.0000000e-01   3.5162249e+00   3.0612586e+00
   1.0000000e-01   3.7422222e+00   3.6648468e+00
   1.0000000e-01   2.7015535e+00   3.1949804e+00
   1.0000000e-01   3.3710714e+00   2.6706227e+00
   1.0000000e-01  -2.6926002e+00   3.1547884e+00
   1.0000000e-01  -2.1347729e+00   2.8800712e+00
   1.0000000e-01  -3.6729753e+00   2.5152275e+00
   1.0000000e-01  -2.1578055e+00   3.5038928e+00
   1.0000000e-01  -2.4106842e+00   2.4573390e+00
   1.0000000e-01   1.1110881e+00  -3.0426160e+00
   1.0000000e-01   2.5246803e+00  -3.7346780e+00
   1.0000000e-01   2.2026891e+00  -3.0754191e+00
   1.0000000e-01   1.7130776e+00  -3.7762296e+00
   1.0000000e-01   5.3056517e-01  -3.6264362e+00
   1.0000000e-01   2.3642822e+00   3.5445573e-01
   1.0000000e-01   2.0836397e+00   4.1062909e-01
   1.0000000e-01   2.2138833e+00   9.8434942e-01
   1.0000000e-01   3.2328870e+00   9.4557919e-01
   1.0000000e-01   3.8793220e+00   6.7664468e-01
   1.0000000e-01  -3.2864260e+00   8.7205465e-01
   1.0000000e-01  -3.3816626e+00  -7.5045192e-01
   1.0000000e-01  -3.6567121e+00   4.6117072e-01
   1.0000000e-01  -1.7215018e+00   4.8244427e-01
   1.0000000e-01  -1.4531185e+00   7.8806541e-02
   1.0000000e-01  -1.0424932e+00   4.8529639e-01
   1.0000000e-01  -2.4974659e+00  -1.5046164e-01
   1.0000000e-01  -3.4898098e+00  -5.4548374e-02
   1.0000000e-01  -2.9880859e+00  -2.0354287e-02
   1.0000000e-01   7.2856703e-01  -1.9326417e-03
   1.0000000e-01   1.7387255e+00  -4.6091224e-01
   1.0000000e-01   1.3075137e+00  -2.7866087e-01
   1.5000000e-01  -4.4667361e-01  -1.7465243e+00
   1.5000000e-01  -1.9050960e-02  -1.1688172e+00
   1.1000000e-01   3.5301632e+00  -1.2807861e+00
   1.1000000e-01   2.7752667e+00  -1.1648294e+00
   1.1000000e-01   3.0527269e+00  -1.6891557e+00
   1.5000000e-01   1.2276643e+00  -2.1888977e+00
   1.5000000e-01   1.4356987e+00  -1.5766204e+00
   1.1000000e-01  -8.5468891e-01   3.4878490e+00
   1.1000000e-01  -1.2227755e+00   3.1633220e+00
   1.1000000e-01  -1.4267855e-01   2.9666715e+00
   1.3000000e-01   1.3674366e+00   1.7688694e+00
   1.3000000e-01   1.9879820e+00   2.1925840e+00
   1.3000000e-01  -1.2651479e+00  -3.0213194e+00
   1.3000000e-01  -1.7481093e+00  -3.2873055e+00
   1.0000000e-01   9.5218242e-01   2.4997541e+00
   1.0000000e-01   1.5516481e+00   2.4043448e+00
