-2.525	-2.525	3.43148e-16	
-2.475	-2.525	3.43148e-16	
-2.425	-2.525	4.11981e-16	
-2.375	-2.525	5.60483e-16	
-2.325	-2.525	8.13087e-16	
-2.275	-2.525	1.21112e-15	
-2.225	-2.525	1.81838e-15	
-2.175	-2.525	2.72946e-15	
-2.125	-2.525	4.08167e-15	
-2.075	-2.525	6.07162e-15	
-2.025	-2.525	8.97773e-15	
-1.975	-2.525	1.31904e-14	
-1.925	-2.525	1.92518e-14	
-1.875	-2.525	2.79079e-14	
-1.825	-2.525	4.01748e-14	
-1.775	-2.525	5.74225e-14	
-1.725	-2.525	8.14792e-14	
-1.675	-2.525	1.14758e-13	
-1.625	-2.525	1.60405e-13	
-1.575	-2.525	2.22481e-13	
-1.525	-2.525	3.0615e-13	
-1.475	-2.525	4.17903e-13	
-2.525	-2.475	3.43148e-16	
-2.475	-2.475	3.43148e-16	
-2.425	-2.475	4.11981e-16	
-2.375	-2.475	5.60483e-16	
-2.325	-2.475	8.13087e-16	
-2.275	-2.475	1.21112e-15	
-2.225	-2.475	1.81838e-15	
-2.175	-2.475	2.72946e-15	
-2.125	-2.475	4.08167e-15	
-2.075	-2.475	6.07162e-15	
-2.025	-2.475	8.97773e-15	
-1.975	-2.475	1.31904e-14	
-1.925	-2.475	1.92518e-14	
-1.875	-2.475	2.79079e-14	
-1.825	-2.475	4.01748e-14	
-1.775	-2.475	5.74225e-14	
-1.725	-2.475	8.14792e-14	
-1.675	-2.475	1.14758e-13	
-1.625	-2.475	1.60405e-13	
-1.575	-2.475	2.22481e-13	
-1.525	-2.475	3.0615e-13	
-1.475	-2.475	4.17903e-13	
-2.525	-2.425	4.11981e-16	
-2.475	-2.425	4.11981e-16	
-2.425	-2.425	4.95493e-16	
-2.375	-2.425	6.75784e-16	
-2.325	-2.425	9.82871e-16	
-2.275	-2.425	1.46765e-15	
-2.225	-2.425	2.20884e-15	
-2.175	-2.425	3.32352e-15	
-2.125	-2.425	4.98211e-15	
-2.075	-2.425	7.42937e-15	
-2.025	-2.425	1.1013e-14	
-1.975	-2.425	1.62221e-14	
-1.925	-2.425	2.37383e-14	
-1.875	-2.425	3.45024e-14	
-1.825	-2.425	4.98004e-14	
-1.775	-2.425	7.13725e-14	
-1.725	-2.425	1.01549e-13	
-1.675	-2.425	1.43416e-13	
-1.625	-2.425	2.01014e-13	
-1.575	-2.425	2.79574e-13	
