-2.55	-2.525	-0.00741592	
-2.5	-2.525	-0.00741592	
-2.45	-2.525	-0.00740996	
-2.4	-2.525	-0.00740456	
-2.35	-2.525	-0.00740019	
-2.3	-2.525	-0.00739716	
-2.25	-2.525	-0.00739561	
-2.2	-2.525	-0.00739552	
-2.15	-2.525	-0.00739672	
-2.1	-2.525	-0.00739891	
-2.05	-2.525	-0.0074017	
-2	-2.525	-0.00740458	
-1.95	-2.525	-0.00740698	
-1.9	-2.525	-0.00740825	
-1.85	-2.525	-0.00740769	
-1.8	-2.525	-0.00740455	
-1.75	-2.525	-0.00739804	
-1.7	-2.525	-0.00738733	
-1.65	-2.525	-0.00737158	
-1.6	-2.525	-0.0073499	
-1.55	-2.525	-0.00732141	
-1.5	-2.525	-0.00728521	
-2.55	-2.475	-0.00741592	
-2.5	-2.475	-0.00741592	
-2.45	-2.475	-0.00740996	
-2.4	-2.475	-0.00740456	
-2.35	-2.475	-0.00740019	
-2.3	-2.475	-0.00739716	
-2.25	-2.475	-0.00739561	
-2.2	-2.475	-0.00739552	
-2.15	-2.475	-0.00739672	
-2.1	-2.475	-0.00739891	
-2.05	-2.475	-0.0074017	
-2	-2.475	-0.00740458	
-1.95	-2.475	-0.00740698	
-1.9	-2.475	-0.00740825	
-1.85	-2.475	-0.00740769	
-1.8	-2.475	-0.00740455	
-1.75	-2.475	-0.00739804	
-1.7	-2.475	-0.00738733	
-1.65	-2.475	-0.00737158	
-1.6	-2.475	-0.0073499	
-1.55	-2.475	-0.00732141	
-1.5	-2.475	-0.00728521	
-2.55	-2.425	-0.00775798	
-2.5	-2.425	-0.00775798	
-2.45	-2.425	-0.00775226	
-2.4	-2.425	-0.00774722	
-2.35	-2.425	-0.0077434	
-2.3	-2.425	-0.00774118	
-2.25	-2.425	-0.00774075	
-2.2	-2.425	-0.00774211	
-2.15	-2.425	-0.00774511	
-2.1	-2.425	-0.00774943	
-2.05	-2.425	-0.00775465	
-2	-2.425	-0.00776025	
-1.95	-2.425	-0.0077656	
-1.9	-2.425	-0.00777002	
-1.85	-2.425	-0.00777274	
-1.8	-2.425	-0.00777297	
-1.75	-2.425	-0.00776984	
-1.7	-2.425	-0.00776246	
-1.65	-2.425	-0.00774991	
-1.6	-2.425	-0.00773125	
-1.55	-2.425	-0.0077055	
-1.5	-2.425	-0.00767169	
-2.55	-2.375	-0.00837604	
-2.5	-2.375	-0.00837604	
-2.45	-2.375	-0.00837067	
-2.4	-2.375	-0.00836612	
-2.35	-2.375	-0.00836309	
-2.3	-2.375	-0.00836205	
-2.25	-2.375	-0.00836325	
-2.2	-2.375	-0.00836673	
-2.15	-2.375	-0.00837236	
-2.1	-2.375	-0.00837981	
-2.05	-2.375	-0.00838863	
-2	-2.375	-0.00839825	
-1.95	-2.375	-0.00840796	
-1.9	-2.375	-0.00841701	
-1.85	-2.375	-0.00842455	
-1.8	-2.375	-0.00842967	
-1.75	-2.375	-0.00843142	
-1.7	-2.375	-0.00842878	
-1.65	-2.375	-0.00842072	
-1.6	-2.375	-0.00840617	
-1.55	-2.375	-0.00838403	
-1.5	-2.375	-0.00835318	
-2.55	-2.325	-0.00921465	
-2.5	-2.325	-0.00921465	
-2.45	-2.325	-0.00920968	
-2.4	-2.325	-0.0092057	
-2.35	-2.325	-0.00920354	
-2.3	-2.325	-0.0092038	
-2.25	-2.325	-0.00920681	
-2.2	-2.325	-0.00921267	
-2.15	-2.325	-0.00922126	
-2.1	-2.325	-0.00923225	
-2.05	-2.325	-0.00924513	
-2	-2.325	-0.00925927	
-1.95	-2.325	-0.0092739	
-1.9	-2.325	-0.00928816	
-1.85	-2.325	-0.00930109	
-1.8	-2.325	-0.00931166	
-1.75	-2.325	-0.00931877	
-1.7	-2.325	-0.00932129	
-1.65	-2.325	-0.009318	
-1.6	-2.325	-0.0093077	
-1.55	-2.325	-0.0092891	
-1.5	-2.325	-0.00926095	
-2.55	-2.275	-0.0102279	
-2.5	-2.275	-0.0102279	
-2.45	-2.275	-0.0102234	
-2.4	-2.275	-0.01022	
-2.35	-2.275	-0.0102188	
-2.3	-2.275	-0.0102204	
-2.25	-2.275	-0.0102253	
-2.2	-2.275	-0.0102336	
-2.15	-2.275	-0.0102452	
-2.1	-2.275	-0.0102599	
-2.05	-2.275	-0.010277	
-2	-2.275	-0.0102958	
-1.95	-2.275	-0.0103155	
-1.9	-2.275	-0.0103352	
-1.85	-2.275	-0.0103536	
-1.8	-2.275	-0.0103697	
-1.75	-2.275	-0.0103823	
-1.7	-2.275	-0.0103899	
-1.65	-2.275	-0.0103913	
-1.6	-2.275	-0.010385	
-1.55	-2.275	-0.0103696	
-1.5	-2.275	-0.0103436	
-2.55	-2.225	-0.0113783	
-2.5	-2.225	-0.0113783	
-2.45	-2.225	-0.0113742	
-2.4	-2.225	-0.0113715	
-2.35	-2.225	-0.0113712	
-2.3	-2.225	-0.0113743	
-2.25	-2.225	-0.0113811	
-2.2	-2.225	-0.011392	
-2.15	-2.225	-0.0114068	
-2.1	-2.225	-0.0114251	
-2.05	-2.225	-0.0114465	
-2	-2.225	-0.0114701	
-1.95	-2.225	-0.011495	
-1.9	-2.225	-0.0115201	
-1.85	-2.225	-0.0115441	
-1.8	-2.225	-0.0115658	
-1.75	-2.225	-0.0115837	
-1.7	-2.225	-0.0115964	
-1.65	-2.225	-0.0116022	
-1.6	-2.225	-0.0115997	
-1.55	-2.225	-0.0115871	
-1.5	-2.225	-0.0115628	
-2.55	-2.175	-0.0126352	
-2.5	-2.175	-0.0126352	
-2.45	-2.175	-0.0126318	
-2.4	-2.175	-0.0126299	
-2.35	-2.175	-0.0126307	
-2.3	-2.175	-0.0126353	
-2.25	-2.175	-0.0126442	
-2.2	-2.175	-0.0126577	
-2.15	-2.175	-0.0126758	
-2.1	-2.175	-0.0126981	
-2.05	-2.175	-0.0127239	
-2	-2.175	-0.0127524	
-1.95	-2.175	-0.0127826	
-1.9	-2.175	-0.0128133	
-1.85	-2.175	-0.012843	
-1.8	-2.175	-0.0128703	
-1.75	-2.175	-0.0128937	
-1.7	-2.175	-0.0129115	
-1.65	-2.175	-0.0129218	
-1.6	-2.175	-0.012923	
-1.55	-2.175	-0.0129132	
-1.5	-2.175	-0.0128904	
-2.55	-2.125	-0.0139744	
-2.5	-2.125	-0.0139744	
-2.45	-2.125	-0.0139717	
-2.4	-2.125	-0.0139708	
-2.35	-2.125	-0.0139729	
-2.3	-2.125	-0.0139792	
-2.25	-2.125	-0.0139905	
-2.2	-2.125	-0.0140069	
-2.15	-2.125	-0.0140286	
-2.1	-2.125	-0.0140551	
-2.05	-2.125	-0.0140857	
-2	-2.125	-0.0141194	
-1.95	-2.125	-0.0141552	
-1.9	-2.125	-0.0141918	
