0.0889371	-0.026636772
0.11930586	-0.029865472
0.14099783	-0.034372196
0.18004338	-0.038340807
0.20607375	-0.039955158
0.23427331	-0.04251121
0.26681128	-0.04695067
0.30151844	-0.04695067
0.33188722	-0.048026904
0.35791758	-0.049372196
0.4164859	-0.050919283
0.37960956	-0.05367713
0.4295011	-0.053744394
0.47288504	-0.053744394
0.5466378	-0.05542601
0.5010846	-0.056636773
0.5943601	-0.057376683
0.62472886	-0.059932735
0.6789588	-0.05986547
0.6550976	-0.057174888
0.7223427	-0.057914797
0.7483731	-0.057914797
0.99132323	-0.055560537
1.0238612	-0.057107624
1.0477223	-0.057376683
1.0802603	-0.057376683
1.1127982	-0.057376683
1.1366594	-0.05515695
1.1735358	-0.056367714
1.2039045	-0.056367714
1.2429501	-0.056367714
1.2689805	-0.05630045
1.3080261	-0.05616592
1.3492408	-0.05825112
1.3687636	-0.057309415
1.4121475	-0.05724215
1.4381778	-0.05724215
1.4598699	-0.05724215
1.8590021	-0.05912556
1.5357918	-0.05724215
1.5878525	-0.057376683
1.6225597	-0.057443947
1.6529285	-0.05724215
1.681128	-0.057174888
1.8611714	-0.059663676
1.8806942	-0.059663676
1.8915402	-0.059663676
1.9023861	-0.059461884
1.911063	-0.059461884
1.9219089	-0.059461884
1.9284165	-0.059461884
1.9414316	-0.059461884
1.9479393	-0.059461884
1.9544469	-0.059529148
1.9631237	-0.059529148
1.9652928	-0.059529148
1.9696312	-0.059529148
1.9739696	-0.059529148
1.9783081	-0.059529148
1.9869848	-0.059529148
2.0043385	-0.060538117
2.0281997	-0.059529148
1.8980477	-0.05926009
1.8741865	-0.05926009
1.8590021	-0.060269058
1.8850325	-0.06033632
1.9240781	-0.06040359
1.9349241	-0.06040359
2.0043385	-0.06
2.0281997	-0.059058297
2.0412147	-0.05899103
2.0520608	-0.058721974
2.0932755	-0.059461884
2.0368764	-0.057309415
2.056399	-0.05690583
2.0780911	-0.05778027
2.088937	-0.058318384
2.1279826	-0.058318384
2.1193058	-0.057376683
2.1019523	-0.056838565
2.0954447	-0.056569505
2.1301517	-0.05630045
2.1670282	-0.056233183
2.1561823	-0.055627804
2.1496747	-0.055560537
2.1388285	-0.054551568
2.164859	-0.054618835
2.1930585	-0.054820627
2.1930585	-0.054282513
2.197397	-0.05320628
2.2060738	-0.052399103
2.2060738	-0.05132287
2.219089	-0.0503139
2.2277658	-0.049170405
2.232104	-0.04849776
2.2386117	-0.04769058
2.2429502	-0.046816144
2.2494576	-0.045807175
2.2603037	-0.04486547
2.264642	-0.04412556
2.2711496	-0.04338565
2.2754881	-0.042443946
2.2776573	-0.0417713
2.284165	-0.040493272
2.286334	-0.03941704
2.29718	-0.037869956
2.3015184	-0.03585202
2.318872	-0.032623317
2.3253796	-0.03
2.3383949	-0.027107622
2.3427331	-0.023946188
2.3557484	-0.021121075
2.3665943	-0.017085202
2.3796096	-0.014394619
2.3861172	-0.011098655
2.4034708	-0.00867713
2.4186552	-0.006659193
2.4316702	-0.004641256
2.4533622	-0.0038340806
2.4685466	-0.003295964
2.4793925	-0.0024887891
2.4924078	-0.0018161435

