0.39382672	6.769736
0.38070643	6.874183
0.36114445	6.942667
0.34641483	7.0373073
0.33170715	7.1156163
0.31214955	7.180834
0.29908192	7.246087
0.2876543	7.2982845
0.27458227	7.3668036
0.25662962	7.445095
0.557203	5.9312086
0.5751907	5.826788
0.5899291	5.7256155
0.60789055	5.640792
0.6194147	5.5167384
0.6373805	5.4286485
0.6504876	5.3339996
0.6749741	5.2230816
0.691313	5.138249
0.70440704	5.053399
0.72563976	4.9489956
0.74685055	4.8609233
0.76646954	4.749979
0.7779498	4.6585875
0.8040807	4.5313473
0.8187972	4.446506
0.83029056	4.345316
0.84663826	4.253951
1.0116633	3.3958356
1.0329268	3.268569
1.0476608	3.1706629
1.0672623	3.0727832
1.0755239	2.961777
1.0999752	2.8769886
1.1163493	2.7660265
1.1359727	2.651816
1.1523248	2.5571847
1.1654407	2.4560037
1.1882915	2.3548753
1.2095287	2.247206
1.2259071	2.1329777
1.2406542	2.025273
1.2585894	1.9600464
1.2814578	1.8458534
1.2929555	1.7413973
1.4563844	0.8636757
1.4743679	0.762521
1.4923556	0.6581002
1.5103477	0.55041313
1.5234241	0.47862762
1.539785	0.37746412
1.5593909	0.27631825
1.5724804	0.1947342
