0.023861172	-0.017085202
0.045553144	-0.024887891
0.06290673	-0.02899103
0.112798266	-0.042174887
0.13665944	-0.047152467
0.15401301	-0.0503139
0.1691974	-0.052533634
0.19522777	-0.057309415
0.21691974	-0.060470853
0.23644252	-0.06356502
0.2494577	-0.06544843
0.27114967	-0.0673991
0.318872	-0.07002242
0.29718006	-0.07042601
0.32104123	-0.070695065
0.3449024	-0.07358745
0.36008677	-0.07358745
0.37960956	-0.07547085
0.39479393	-0.07755605
0.55748373	-0.0805157
0.5770065	-0.080448434
1.0325379	-0.08582959
0.62472886	-0.08058296
0.64642084	-0.0826009
0.6789588	-0.08374439
0.71800435	-0.0823991
0.73535794	-0.08576233
0.77657264	-0.08441704
0.78741866	-0.08582959
0.84815615	-0.08636771
0.8373102	-0.08502242
0.86550975	-0.08576233
1.0086768	-0.085896865
1.05423	-0.086838566
1.0802603	-0.085695066
1.1214751	-0.085695066
1.1605206	-0.08556054
1.2147505	-0.08556054
1.240781	-0.08556054
1.2689805	-0.08556054
1.2537961	-0.08542601
1.2993492	-0.08811659
1.1843817	-0.08784753
1.1062907	-0.087713
1.0477223	-0.08744395
1.4598699	-0.084753364
1.472885	-0.08414798
1.4880694	-0.08387893
1.4989154	-0.083609864
1.5097613	-0.08334081
1.5206074	-0.08266816
1.527115	-0.08078475
1.5357918	-0.07849776
1.5422994	-0.07748879
1.5553145	-0.07560538
1.5661606	-0.07358745
1.5726681	-0.072578475
1.5748373	-0.0706278
1.5813448	-0.06874439
1.5835141	-0.06544843
1.5921909	-0.060538117
1.6030369	-0.05529148
1.6030369	-0.050381165
1.6073753	-0.04325112
1.6182213	-0.035448432
1.6203904	-0.025224214
1.6290673	-0.017017936
1.6290673	-0.010224216
