0.7731824	5.7919374
0.7503184	5.902864
0.7177107	6.0202703
0.68347174	6.1442
0.6557315	6.2616324
0.6149939	6.3920593
0.59053373	6.48338
0.561171	6.600804
0.53505766	6.714979
0.49921817	6.822569
0.47473168	6.933487
0.44536898	7.050911
0.41439253	7.161793
0.38178924	7.2759333
0.34760296	7.3606687
0.32151592	7.455247
0.98023415	5.0516343
1.0095574	4.963606
1.0421739	4.8396673
1.0698965	4.7352996
1.1057668	4.6048465
1.1383656	4.493973
1.1579759	4.3895607
1.1938417	4.2623734
1.2296855	4.1515174
1.2525189	4.063454
1.2835172	3.9362404
1.3161424	3.8057697
1.3422426	3.701393
1.3732234	3.587244
1.4090586	3.4829204
1.4303132	3.3621862
1.4694152	3.2415493
1.4906436	3.1404123
1.5248781	3.0197487
1.5574727	2.912141
1.5787054	2.807738
1.6064588	2.6805067
1.6488013	2.5631535
1.8851851	1.7282901
1.9242784	1.6141855
1.9471204	1.5195897
1.9846088	1.3924115
2.0074947	1.2651538
2.0368354	1.1640608
2.067847	1.0270487
2.0955653	0.92594707
2.123301	0.81178063
2.1558912	0.70743924
2.1852407	0.599814
2.2178485	0.48240784
2.2569022	0.39769894
2.2781131	0.30962667
2.3334837	0.1564161
